pair_id,pair_type,corruption_type,severity,reward_margin,sharpness_ratio,psnr_future,ssim_future_proxy,lpips_future,fvd,vbench,medium_hard,sharpness_gate_pass,quality_floor_pass,valid_preference,written_reason
protocol_v4_TypeAplus_021_s4_strong_pass_object_deformation_local,TypeA_plus,object_deformation_local,s4_strong_pass,0.14060209071788932,0.952543940456171,48.31932330381795,0.9998156985287916,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ object_deformation_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_022_s4_strong_pass_object_identity_change_local,TypeA_plus,object_identity_change_local,s4_strong_pass,0.13448018809563678,0.9865545105797959,29.03937357180952,0.9995890789258184,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ object_identity_change_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_023_s4_strong_pass_reobserve_mismatch_local,TypeA_plus,reobserve_mismatch_local,s4_strong_pass,0.15412358571732554,0.953646746014858,67.68682485556576,0.9984759372832521,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ reobserve_mismatch_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_024_s4_strong_pass_partial_freeze,TypeA_plus,partial_freeze,s4_strong_pass,0.12480607517007203,0.9715218046107111,51.983736606241806,0.9940886222324762,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ partial_freeze uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_025_s4_strong_pass_wrong_camera_motion_local,TypeA_plus,wrong_camera_motion_local,s4_strong_pass,0.17481744220524242,0.8976808766375414,29.722366856758224,0.9888618165540285,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ wrong_camera_motion_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_026_s4_strong_pass_object_deformation_local,TypeA_plus,object_deformation_local,s4_strong_pass,0.14253374990187329,0.9418125005451485,46.74804194355521,0.9997752364314499,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ object_deformation_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_027_s4_strong_pass_object_identity_change_local,TypeA_plus,object_identity_change_local,s4_strong_pass,0.13901301412184186,0.9613721437675457,31.788912877512907,0.9995943524659257,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ object_identity_change_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_028_s4_strong_pass_partial_freeze,TypeA_plus,partial_freeze,s4_strong_pass,0.12480607517007203,0.9715218046107111,51.983736606241806,0.9940886222324762,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ partial_freeze uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_029_s4_strong_pass_physical_event_local_failure,TypeA_plus,physical_event_local_failure,s4_strong_pass,0.17249215819864006,0.9695991211186663,67.11462735057742,0.9982888050087856,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ physical_event_local_failure uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_030_s4_strong_pass_wrong_camera_motion_local,TypeA_plus,wrong_camera_motion_local,s4_strong_pass,0.17481744220524242,0.8976808766375414,29.722366856758224,0.9888618165540285,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ wrong_camera_motion_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_031_s4_strong_pass_object_identity_change_local,TypeA_plus,object_identity_change_local,s4_strong_pass,0.13541333367892228,0.9813703684504324,35.426288902863554,0.9996038632376109,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ object_identity_change_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_032_s4_strong_pass_partial_freeze,TypeA_plus,partial_freeze,s4_strong_pass,0.12239273609254386,0.9849292439303121,56.340984963246164,0.9979767441322211,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ partial_freeze uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_033_s4_strong_pass_physical_event_local_failure,TypeA_plus,physical_event_local_failure,s4_strong_pass,0.1696266646564104,0.9855185296866085,66.54170304861651,0.9976005445565778,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ physical_event_local_failure uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_034_s4_strong_pass_background_drift_local,TypeA_plus,background_drift_local,s4_strong_pass,0.17654047456161925,0.8881084746576703,30.439096604763655,0.9824895247012515,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeA+ background_drift_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeM_001_02200_collision_orbit_right_64_seed41200_medium_background_drift,TypeM,medium_background_drift,s2_medium_rollout_inspired,0.13299870202981,0.8633405442788334,30.48589034451591,0.9917356135385544,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeM uses rollout-inspired medium_background_drift; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion,TypeM,wrong_camera_motion,s2_medium_rollout_inspired,0.12820289955000164,0.9788727802777689,36.857253171451525,0.9980705315219394,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeM uses rollout-inspired wrong_camera_motion; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_003_02200_collision_orbit_right_64_seed41200_weak_physical_event,TypeM,weak_physical_event,s2_medium_rollout_inspired,0.13611182348563622,0.9788232028575758,55.987096185469824,0.9983474290103322,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeM uses rollout-inspired weak_physical_event; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_004_02200_collision_orbit_right_64_seed41200_medium_background_drift,TypeM,medium_background_drift,s2_medium_rollout_inspired,0.13299870202981,0.8633405442788334,30.48589034451591,0.9917356135385544,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeM uses rollout-inspired medium_background_drift; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_005_02200_collision_orbit_right_64_seed41200_wrong_camera_motion,TypeM,wrong_camera_motion,s2_medium_rollout_inspired,0.12659575477716467,0.8989124734601966,29.669008670521915,0.9899369314692763,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeM uses rollout-inspired wrong_camera_motion; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_006_02200_collision_orbit_right_64_seed41200_weak_physical_event,TypeM,weak_physical_event,s2_medium_rollout_inspired,0.12002144080732047,0.9717697732926646,35.69019697474884,0.9972622015459863,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeM uses rollout-inspired weak_physical_event; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_007_02202_collision_orbit_right_64_seed41202_medium_background_drift,TypeM,medium_background_drift,s2_medium_rollout_inspired,0.12993266692577932,0.9692629615234484,66.3464660108531,0.9960331566352709,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeM uses rollout-inspired medium_background_drift; loser stays sharp but has visible local physical/geometric error.
protocol_v4_TypeM_008_02202_collision_orbit_right_64_seed41202_wrong_camera_motion,TypeM,wrong_camera_motion,s2_medium_rollout_inspired,0.12521211518209197,0.9065993600994892,30.12250024824314,0.9817274608216832,BLOCKED_NOT_RUN_FOR_SWEEP,BLOCKED_BY_ENV,BLOCKED_BY_ENV,True,True,True,True,TypeM uses rollout-inspired wrong_camera_motion; loser stays sharp but has visible local physical/geometric error.
